"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment",
"24","Maryland","24021752802","Frederick County, MD - 24021752802","2018","2.4%","",
"24","Maryland","24021752900","Frederick County, MD - 24021752900","2018","2.9%","",
"24","Maryland","24021753001","Frederick County, MD - 24021753001","2018","2.5%","",
"24","Maryland","24021753002","Frederick County, MD - 24021753002","2018","3.0%","",
"24","Maryland","24021765100","Frederick County, MD - 24021765100","2018","2.7%","",
"24","Maryland","24021766800","Frederick County, MD - 24021766800","2018","2.6%","",
"24","Maryland","24021767500","Frederick County, MD - 24021767500","2018","2.9%","",
"24","Maryland","24021767600","Frederick County, MD - 24021767600","2018","2.6%","",
"24","Maryland","24021770700","Frederick County, MD - 24021770700","2018","2.1%","",
"24","Maryland","24021772200","Frederick County, MD - 24021772200","2018","2.1%","",
"24","Maryland","24021773500","Frederick County, MD - 24021773500","2018","2.1%","",
"24","Maryland","24021775302","Frederick County, MD - 24021775302","2018","2.3%","",
"24","Maryland","24021775400","Frederick County, MD - 24021775400","2018","2.8%","",
"24","Maryland","24021775600","Frederick County, MD - 24021775600","2018","1.6%","",
"24","Maryland","24023000100","Garrett County, MD - 24023000100","2018","4.7%","",
"24","Maryland","24023000200","Garrett County, MD - 24023000200","2018","3.9%","",
"24","Maryland","24023000300","Garrett County, MD - 24023000300","2018","3.6%","",
"24","Maryland","24023000400","Garrett County, MD - 24023000400","2018","5.3%","",
"24","Maryland","24023000500","Garrett County, MD - 24023000500","2018","5.7%","",
"24","Maryland","24023000600","Garrett County, MD - 24023000600","2018","3.9%","",
"24","Maryland","24023000700","Garrett County, MD - 24023000700","2018","4.3%","",
"24","Maryland","24025301102","Harford County, MD - 24025301102","2018","2.0%","",
"24","Maryland","24025301105","Harford County, MD - 24025301105","2018","1.9%","",
"24","Maryland","24025301106","Harford County, MD - 24025301106","2018","1.7%","",
"24","Maryland","24025301107","Harford County, MD - 24025301107","2018","2.1%","",
"24","Maryland","24025301108","Harford County, MD - 24025301108","2018","1.6%","",
"24","Maryland","24025301201","Harford County, MD - 24025301201","2018","3.2%","",
"24","Maryland","24025301202","Harford County, MD - 24025301202","2018","1.8%","",
"24","Maryland","24025301204","Harford County, MD - 24025301204","2018","1.9%","",
"24","Maryland","24025301205","Harford County, MD - 24025301205","2018","1.8%","",
"24","Maryland","24025301301","Harford County, MD - 24025301301","2018","2.9%","",
"24","Maryland","24025301302","Harford County, MD - 24025301302","2018","2.3%","",
"24","Maryland","24025301401","Harford County, MD - 24025301401","2018","2.2%","",
"24","Maryland","24025301402","Harford County, MD - 24025301402","2018","2.4%","",
"24","Maryland","24025301601","Harford County, MD - 24025301601","2018","3.1%","",
"24","Maryland","24025301602","Harford County, MD - 24025301602","2018","2.6%","",
"24","Maryland","24025301702","Harford County, MD - 24025301702","2018","2.2%","",
"24","Maryland","24025301703","Harford County, MD - 24025301703","2018","2.0%","",
"24","Maryland","24025301704","Harford County, MD - 24025301704","2018","1.9%","",
"24","Maryland","24025302100","Harford County, MD - 24025302100","2018","2.3%","",
"24","Maryland","24025302200","Harford County, MD - 24025302200","2018","2.7%","",
"24","Maryland","24025302400","Harford County, MD - 24025302400","2018","2.0%","",
"24","Maryland","24025302801","Harford County, MD - 24025302801","2018","2.6%","",
"24","Maryland","24025302802","Harford County, MD - 24025302802","2018","2.3%","",
"24","Maryland","24025302901","Harford County, MD - 24025302901","2018","4.2%","",
"24","Maryland","24025302902","Harford County, MD - 24025302902","2018","2.9%","",
"24","Maryland","24025303101","Harford County, MD - 24025303101","2018","2.1%","",
"24","Maryland","24025303102","Harford County, MD - 24025303102","2018","1.8%","",
"24","Maryland","24025303201","Harford County, MD - 24025303201","2018","2.2%","",
"24","Maryland","24025303203","Harford County, MD - 24025303203","2018","1.9%","",
"24","Maryland","24025303204","Harford County, MD - 24025303204","2018","2.0%","",
"24","Maryland","24025303205","Harford County, MD - 24025303205","2018","2.0%","",
"24","Maryland","24025303206","Harford County, MD - 24025303206","2018","2.0%","",
"24","Maryland","24025303300","Harford County, MD - 24025303300","2018","2.3%","",
"24","Maryland","24025303400","Harford County, MD - 24025303400","2018","2.0%","",
"24","Maryland","24025303501","Harford County, MD - 24025303501","2018","2.0%","",
"24","Maryland","24025303502","Harford County, MD - 24025303502","2018","1.9%","",
"24","Maryland","24025303602","Harford County, MD - 24025303602","2018","1.7%","",
"24","Maryland","24025303603","Harford County, MD - 24025303603","2018","1.8%","",
"24","Maryland","24025303605","Harford County, MD - 24025303605","2018","2.4%","",
"24","Maryland","24025303606","Harford County, MD - 24025303606","2018","1.5%","",
"24","Maryland","24025303700","Harford County, MD - 24025303700","2018","2.4%","",
"24","Maryland","24025303801","Harford County, MD - 24025303801","2018","2.0%","",
"24","Maryland","24025303802","Harford County, MD - 24025303802","2018","1.8%","",
"24","Maryland","24025303803","Harford County, MD - 24025303803","2018","2.0%","",
"24","Maryland","24025303900","Harford County, MD - 24025303900","2018","1.9%","",
"24","Maryland","24025304101","Harford County, MD - 24025304101","2018","2.6%","",
"24","Maryland","24025304102","Harford County, MD - 24025304102","2018","2.7%","",
"24","Maryland","24025304201","Harford County, MD - 24025304201","2018","2.0%","",
"24","Maryland","24025304202","Harford County, MD - 24025304202","2018","2.2%","",
"24","Maryland","24025305100","Harford County, MD - 24025305100","2018","3.0%","",
"24","Maryland","24025305200","Harford County, MD - 24025305200","2018","3.9%","",
"24","Maryland","24025305300","Harford County, MD - 24025305300","2018","3.4%","",
"24","Maryland","24025306100","Harford County, MD - 24025306100","2018","2.2%","",
"24","Maryland","24025306200","Harford County, MD - 24025306200","2018","2.3%","",
"24","Maryland","24025306300","Harford County, MD - 24025306300","2018","2.0%","",
"24","Maryland","24025306400","Harford County, MD - 24025306400","2018","2.0%","",
"24","Maryland","24025306500","Harford County, MD - 24025306500","2018","1.7%","",
"24","Maryland","24027601103","Howard County, MD - 24027601103","2018","1.4%","",
"24","Maryland","24027601104","Howard County, MD - 24027601104","2018","1.2%","",
"24","Maryland","24027601105","Howard County, MD - 24027601105","2018","1.4%","",
"24","Maryland","24027601107","Howard County, MD - 24027601107","2018","2.1%","",
"24","Maryland","24027601108","Howard County, MD - 24027601108","2018","1.3%","",
"24","Maryland","24027601201","Howard County, MD - 24027601201","2018","1.5%","",
"24","Maryland","24027601203","Howard County, MD - 24027601203","2018","1.5%","",
"24","Maryland","24027601204","Howard County, MD - 24027601204","2018","1.6%","",
"24","Maryland","24027602100","Howard County, MD - 24027602100","2018","1.3%","",
"24","Maryland","24027602201","Howard County, MD - 24027602201","2018","1.4%","",
"24","Maryland","24027602202","Howard County, MD - 24027602202","2018","1.6%","",
"24","Maryland","24027602302","Howard County, MD - 24027602302","2018","1.4%","",
"24","Maryland","24027602303","Howard County, MD - 24027602303","2018","1.4%","",
"24","Maryland","24027602304","Howard County, MD - 24027602304","2018","1.3%","",
"24","Maryland","24027602305","Howard County, MD - 24027602305","2018","1.4%","",
"24","Maryland","24027602306","Howard County, MD - 24027602306","2018","1.5%","",
"24","Maryland","24027602600","Howard County, MD - 24027602600","2018","1.7%","",
"24","Maryland","24027602700","Howard County, MD - 24027602700","2018","1.3%","",
"24","Maryland","24027602800","Howard County, MD - 24027602800","2018","1.6%","",
"24","Maryland","24027602900","Howard County, MD - 24027602900","2018","1.4%","",
"24","Maryland","24027603001","Howard County, MD - 24027603001","2018","1.5%","",
"24","Maryland","24027603003","Howard County, MD - 24027603003","2018","1.6%","",
"24","Maryland","24027603004","Howard County, MD - 24027603004","2018","1.6%","",
"24","Maryland","24027604001","Howard County, MD - 24027604001","2018","2.3%","",
"24","Maryland","24027604002","Howard County, MD - 24027604002","2018","1.9%","",
"24","Maryland","24027605102","Howard County, MD - 24027605102","2018","1.2%","",
"24","Maryland","24027605103","Howard County, MD - 24027605103","2018","1.6%","",
"24","Maryland","24027605104","Howard County, MD - 24027605104","2018","1.5%","",
"24","Maryland","24027605401","Howard County, MD - 24027605401","2018","1.5%","",
"24","Maryland","24027605402","Howard County, MD - 24027605402","2018","1.3%","",
"24","Maryland","24027605502","Howard County, MD - 24027605502","2018","1.3%","",
"24","Maryland","24027605503","Howard County, MD - 24027605503","2018","1.8%","",
"24","Maryland","24027605504","Howard County, MD - 24027605504","2018","1.3%","",
"24","Maryland","24027605505","Howard County, MD - 24027605505","2018","1.2%","",
"24","Maryland","24027605601","Howard County, MD - 24027605601","2018","1.6%","",
"24","Maryland","24027605602","Howard County, MD - 24027605602","2018","1.4%","",
"24","Maryland","24027606601","Howard County, MD - 24027606601","2018","1.7%","",
"24","Maryland","24027606603","Howard County, MD - 24027606603","2018","1.7%","",
"24","Maryland","24027606604","Howard County, MD - 24027606604","2018","1.4%","",
"24","Maryland","24027606606","Howard County, MD - 24027606606","2018","1.6%","",
"24","Maryland","24027606607","Howard County, MD - 24027606607","2018","1.6%","",
"24","Maryland","24027606701","Howard County, MD - 24027606701","2018","1.4%","",
"24","Maryland","24027606704","Howard County, MD - 24027606704","2018","1.5%","",
"24","Maryland","24027606705","Howard County, MD - 24027606705","2018","1.5%","",
"24","Maryland","24027606706","Howard County, MD - 24027606706","2018","1.4%","",
"24","Maryland","24027606707","Howard County, MD - 24027606707","2018","1.5%","",
"24","Maryland","24027606803","Howard County, MD - 24027606803","2018","1.4%","",
"24","Maryland","24027606804","Howard County, MD - 24027606804","2018","1.3%","",
"24","Maryland","24027606805","Howard County, MD - 24027606805","2018","1.4%","",
"24","Maryland","24027606806","Howard County, MD - 24027606806","2018","1.3%","",
"24","Maryland","24027606901","Howard County, MD - 24027606901","2018","2.0%","",
"24","Maryland","24027606904","Howard County, MD - 24027606904","2018","1.5%","",
"24","Maryland","24027606905","Howard County, MD - 24027606905","2018","1.4%","",
"24","Maryland","24027606906","Howard County, MD - 24027606906","2018","1.7%","",
"24","Maryland","24027606907","Howard County, MD - 24027606907","2018","2.0%","",
"24","Maryland","24029950100","Kent County, MD - 24029950100","2018","3.9%","",
"24","Maryland","24029950200","Kent County, MD - 24029950200","2018","4.8%","",
"24","Maryland","24029950300","Kent County, MD - 24029950300","2018","3.9%","",
"24","Maryland","24029950400","Kent County, MD - 24029950400","2018","5.1%","",
"24","Maryland","24029950500","Kent County, MD - 24029950500","2018","5.4%","",
"24","Maryland","24029990000","Kent County, MD - 24029990000","2018","No Data","",
"24","Maryland","24031700101","Montgomery County, MD - 24031700101","2018","1.7%","",
"24","Maryland","24031700103","Montgomery County, MD - 24031700103","2018","1.7%","",
"24","Maryland","24031700104","Montgomery County, MD - 24031700104","2018","1.7%","",
"24","Maryland","24031700105","Montgomery County, MD - 24031700105","2018","1.7%","",
"24","Maryland","24031700204","Montgomery County, MD - 24031700204","2018","2.4%","",
"24","Maryland","24031700205","Montgomery County, MD - 24031700205","2018","1.5%","",
"24","Maryland","24031700206","Montgomery County, MD - 24031700206","2018","1.8%","",
"24","Maryland","24031700207","Montgomery County, MD - 24031700207","2018","2.0%","",
"24","Maryland","24031700208","Montgomery County, MD - 24031700208","2018","1.9%","",
"24","Maryland","24031700304","Montgomery County, MD - 24031700304","2018","1.4%","",
"24","Maryland","24031700306","Montgomery County, MD - 24031700306","2018","1.7%","",
"24","Maryland","24031700308","Montgomery County, MD - 24031700308","2018","1.7%","",
"24","Maryland","24031700309","Montgomery County, MD - 24031700309","2018","2.1%","",
"24","Maryland","24031700310","Montgomery County, MD - 24031700310","2018","1.9%","",
"24","Maryland","24031700311","Montgomery County, MD - 24031700311","2018","1.4%","",
"24","Maryland","24031700312","Montgomery County, MD - 24031700312","2018","1.6%","",
"24","Maryland","24031700400","Montgomery County, MD - 24031700400","2018","2.5%","",
"24","Maryland","24031700500","Montgomery County, MD - 24031700500","2018","1.8%","",
"24","Maryland","24031700604","Montgomery County, MD - 24031700604","2018","1.4%","",
"24","Maryland","24031700606","Montgomery County, MD - 24031700606","2018","1.5%","",
"24","Maryland","24031700607","Montgomery County, MD - 24031700607","2018","1.3%","",
"24","Maryland","24031700608","Montgomery County, MD - 24031700608","2018","1.5%","",
"24","Maryland","24031700610","Montgomery County, MD - 24031700610","2018","1.5%","",
"24","Maryland","24031700611","Montgomery County, MD - 24031700611","2018","1.4%","",
"24","Maryland","24031700613","Montgomery County, MD - 24031700613","2018","1.5%","",
"24","Maryland","24031700614","Montgomery County, MD - 24031700614","2018","1.8%","",
"24","Maryland","24031700615","Montgomery County, MD - 24031700615","2018","1.3%","",
"24","Maryland","24031700616","Montgomery County, MD - 24031700616","2018","1.4%","",
"24","Maryland","24031700704","Montgomery County, MD - 24031700704","2018","2.0%","",
"24","Maryland","24031700706","Montgomery County, MD - 24031700706","2018","1.5%","",
"24","Maryland","24031700710","Montgomery County, MD - 24031700710","2018","1.7%","",
"24","Maryland","24031700711","Montgomery County, MD - 24031700711","2018","1.8%","",
"24","Maryland","24031700713","Montgomery County, MD - 24031700713","2018","2.6%","",
"24","Maryland","24031700715","Montgomery County, MD - 24031700715","2018","2.1%","",
"24","Maryland","24031700716","Montgomery County, MD - 24031700716","2018","1.6%","",
"24","Maryland","24031700717","Montgomery County, MD - 24031700717","2018","2.0%","",
"24","Maryland","24031700718","Montgomery County, MD - 24031700718","2018","1.2%","",
"24","Maryland","24031700719","Montgomery County, MD - 24031700719","2018","2.0%","",
"24","Maryland","24031700720","Montgomery County, MD - 24031700720","2018","1.9%","",
"24","Maryland","24031700721","Montgomery County, MD - 24031700721","2018","2.4%","",
"24","Maryland","24031700722","Montgomery County, MD - 24031700722","2018","2.2%","",
"24","Maryland","24031700723","Montgomery County, MD - 24031700723","2018","1.6%","",
"24","Maryland","24031700724","Montgomery County, MD - 24031700724","2018","2.5%","",
"24","Maryland","24031700810","Montgomery County, MD - 24031700810","2018","2.1%","",
"24","Maryland","24031700811","Montgomery County, MD - 24031700811","2018","2.5%","",
"24","Maryland","24031700812","Montgomery County, MD - 24031700812","2018","1.9%","",
"24","Maryland","24031700813","Montgomery County, MD - 24031700813","2018","2.4%","",
"24","Maryland","24031700815","Montgomery County, MD - 24031700815","2018","1.9%","",
"24","Maryland","24031700816","Montgomery County, MD - 24031700816","2018","1.8%","",
"24","Maryland","24031700817","Montgomery County, MD - 24031700817","2018","1.2%","",
"24","Maryland","24031700818","Montgomery County, MD - 24031700818","2018","2.4%","",
"24","Maryland","24031700819","Montgomery County, MD - 24031700819","2018","1.8%","",
"24","Maryland","24031700820","Montgomery County, MD - 24031700820","2018","1.6%","",
"24","Maryland","24031700822","Montgomery County, MD - 24031700822","2018","1.6%","",
"24","Maryland","24031700823","Montgomery County, MD - 24031700823","2018","1.5%","",
"24","Maryland","24031700824","Montgomery County, MD - 24031700824","2018","1.4%","",
"24","Maryland","24031700826","Montgomery County, MD - 24031700826","2018","1.3%","",
"24","Maryland","24031700828","Montgomery County, MD - 24031700828","2018","1.4%","",
"24","Maryland","24031700829","Montgomery County, MD - 24031700829","2018","1.3%","",
"24","Maryland","24031700830","Montgomery County, MD - 24031700830","2018","2.0%","",
"24","Maryland","24031700832","Montgomery County, MD - 24031700832","2018","2.5%","",
"24","Maryland","24031700833","Montgomery County, MD - 24031700833","2018","2.2%","",
"24","Maryland","24031700834","Montgomery County, MD - 24031700834","2018","2.4%","",
"24","Maryland","24031700835","Montgomery County, MD - 24031700835","2018","1.5%","",
"24","Maryland","24031700901","Montgomery County, MD - 24031700901","2018","1.5%","",
"24","Maryland","24031700902","Montgomery County, MD - 24031700902","2018","2.1%","",
"24","Maryland","24031700903","Montgomery County, MD - 24031700903","2018","2.0%","",
"24","Maryland","24031700904","Montgomery County, MD - 24031700904","2018","1.8%","",
"24","Maryland","24031700905","Montgomery County, MD - 24031700905","2018","1.6%","",
"24","Maryland","24031701001","Montgomery County, MD - 24031701001","2018","1.6%","",
"24","Maryland","24031701002","Montgomery County, MD - 24031701002","2018","1.2%","",
"24","Maryland","24031701004","Montgomery County, MD - 24031701004","2018","1.5%","",
"24","Maryland","24031701005","Montgomery County, MD - 24031701005","2018","1.4%","",
"24","Maryland","24031701006","Montgomery County, MD - 24031701006","2018","1.4%","",
"24","Maryland","24031701007","Montgomery County, MD - 24031701007","2018","1.2%","",
"24","Maryland","24031701101","Montgomery County, MD - 24031701101","2018","1.6%","",
"24","Maryland","24031701102","Montgomery County, MD - 24031701102","2018","2.0%","",
"24","Maryland","24031701201","Montgomery County, MD - 24031701201","2018","1.9%","",
"24","Maryland","24031701202","Montgomery County, MD - 24031701202","2018","1.1%","",
"24","Maryland","24031701205","Montgomery County, MD - 24031701205","2018","1.2%","",
"24","Maryland","24031701206","Montgomery County, MD - 24031701206","2018","1.2%","",
"24","Maryland","24031701210","Montgomery County, MD - 24031701210","2018","1.2%","",
"24","Maryland","24031701211","Montgomery County, MD - 24031701211","2018","1.5%","",
"24","Maryland","24031701212","Montgomery County, MD - 24031701212","2018","1.5%","",
"24","Maryland","24031701213","Montgomery County, MD - 24031701213","2018","1.0%","",
"24","Maryland","24031701214","Montgomery County, MD - 24031701214","2018","0.9%","",
"24","Maryland","24031701215","Montgomery County, MD - 24031701215","2018","1.2%","",
"24","Maryland","24031701216","Montgomery County, MD - 24031701216","2018","0.9%","",
"24","Maryland","24031701218","Montgomery County, MD - 24031701218","2018","1.2%","",
"24","Maryland","24031701219","Montgomery County, MD - 24031701219","2018","1.7%","",
"24","Maryland","24031701220","Montgomery County, MD - 24031701220","2018","1.2%","",
"24","Maryland","24031701221","Montgomery County, MD - 24031701221","2018","1.2%","",
"24","Maryland","24031701303","Montgomery County, MD - 24031701303","2018","1.4%","",
"24","Maryland","24031701304","Montgomery County, MD - 24031701304","2018","1.6%","",
"24","Maryland","24031701306","Montgomery County, MD - 24031701306","2018","1.5%","",
"24","Maryland","24031701307","Montgomery County, MD - 24031701307","2018","1.6%","",
"24","Maryland","24031701308","Montgomery County, MD - 24031701308","2018","1.6%","",
"24","Maryland","24031701312","Montgomery County, MD - 24031701312","2018","1.5%","",
"24","Maryland","24031701313","Montgomery County, MD - 24031701313","2018","1.4%","",
"24","Maryland","24031701314","Montgomery County, MD - 24031701314","2018","1.6%","",
"24","Maryland","24031701315","Montgomery County, MD - 24031701315","2018","1.6%","",
"24","Maryland","24031701316","Montgomery County, MD - 24031701316","2018","1.6%","",
"24","Maryland","24031701317","Montgomery County, MD - 24031701317","2018","1.6%","",
"24","Maryland","24031701407","Montgomery County, MD - 24031701407","2018","1.7%","",
"24","Maryland","24031701408","Montgomery County, MD - 24031701408","2018","2.0%","",
"24","Maryland","24031701409","Montgomery County, MD - 24031701409","2018","1.7%","",
"24","Maryland","24031701410","Montgomery County, MD - 24031701410","2018","1.7%","",
"24","Maryland","24031701414","Montgomery County, MD - 24031701414","2018","1.7%","",
"24","Maryland","24031701415","Montgomery County, MD - 24031701415","2018","2.1%","",
"24","Maryland","24031701417","Montgomery County, MD - 24031701417","2018","2.0%","",
"24","Maryland","24031701418","Montgomery County, MD - 24031701418","2018","1.5%","",
"24","Maryland","24031701420","Montgomery County, MD - 24031701420","2018","1.4%","",
"24","Maryland","24031701421","Montgomery County, MD - 24031701421","2018","2.2%","",
"24","Maryland","24031701422","Montgomery County, MD - 24031701422","2018","2.5%","",
"24","Maryland","24031701423","Montgomery County, MD - 24031701423","2018","1.9%","",
"24","Maryland","24031701503","Montgomery County, MD - 24031701503","2018","2.0%","",
"24","Maryland","24031701505","Montgomery County, MD - 24031701505","2018","1.9%","",
"24","Maryland","24031701506","Montgomery County, MD - 24031701506","2018","1.6%","",
"24","Maryland","24031701507","Montgomery County, MD - 24031701507","2018","1.8%","",
"24","Maryland","24031701508","Montgomery County, MD - 24031701508","2018","2.4%","",
"24","Maryland","24031701509","Montgomery County, MD - 24031701509","2018","2.8%","",
"24","Maryland","24031701601","Montgomery County, MD - 24031701601","2018","1.7%","",
"24","Maryland","24031701602","Montgomery County, MD - 24031701602","2018","2.4%","",
"24","Maryland","24031701701","Montgomery County, MD - 24031701701","2018","1.0%","",
"24","Maryland","24031701702","Montgomery County, MD - 24031701702","2018","1.4%","",
"24","Maryland","24031701703","Montgomery County, MD - 24031701703","2018","1.2%","",
"24","Maryland","24031701704","Montgomery County, MD - 24031701704","2018","1.1%","",
"24","Maryland","24031701800","Montgomery County, MD - 24031701800","2018","1.2%","",
"24","Maryland","24031701900","Montgomery County, MD - 24031701900","2018","1.8%","",
"24","Maryland","24031702000","Montgomery County, MD - 24031702000","2018","2.6%","",
"24","Maryland","24031702101","Montgomery County, MD - 24031702101","2018","2.2%","",
"24","Maryland","24031702102","Montgomery County, MD - 24031702102","2018","1.3%","",
"24","Maryland","24031702200","Montgomery County, MD - 24031702200","2018","1.3%","",
"24","Maryland","24031702301","Montgomery County, MD - 24031702301","2018","2.0%","",
"24","Maryland","24031702302","Montgomery County, MD - 24031702302","2018","1.6%","",
"24","Maryland","24031702401","Montgomery County, MD - 24031702401","2018","1.4%","",
"24","Maryland","24031702402","Montgomery County, MD - 24031702402","2018","1.6%","",
"24","Maryland","24031702500","Montgomery County, MD - 24031702500","2018","1.1%","",
"24","Maryland","24031702601","Montgomery County, MD - 24031702601","2018","1.1%","",
"24","Maryland","24031702602","Montgomery County, MD - 24031702602","2018","1.3%","",
"24","Maryland","24031702700","Montgomery County, MD - 24031702700","2018","1.4%","",
"24","Maryland","24031702800","Montgomery County, MD - 24031702800","2018","1.3%","",
"24","Maryland","24031702900","Montgomery County, MD - 24031702900","2018","1.3%","",
"24","Maryland","24031703000","Montgomery County, MD - 24031703000","2018","1.5%","",
"24","Maryland","24031703100","Montgomery County, MD - 24031703100","2018","1.9%","",
"24","Maryland","24031703201","Montgomery County, MD - 24031703201","2018","1.8%","",
"24","Maryland","24031703202","Montgomery County, MD - 24031703202","2018","1.5%","",
"24","Maryland","24031703206","Montgomery County, MD - 24031703206","2018","1.8%","",
"24","Maryland","24031703207","Montgomery County, MD - 24031703207","2018","2.3%","",
"24","Maryland","24031703208","Montgomery County, MD - 24031703208","2018","1.9%","",
"24","Maryland","24031703209","Montgomery County, MD - 24031703209","2018","1.7%","",
"24","Maryland","24031703210","Montgomery County, MD - 24031703210","2018","2.0%","",
"24","Maryland","24031703212","Montgomery County, MD - 24031703212","2018","1.7%","",
"24","Maryland","24031703213","Montgomery County, MD - 24031703213","2018","2.7%","",
"24","Maryland","24031703214","Montgomery County, MD - 24031703214","2018","2.2%","",
"24","Maryland","24031703215","Montgomery County, MD - 24031703215","2018","1.8%","",
"24","Maryland","24031703216","Montgomery County, MD - 24031703216","2018","2.7%","",
"24","Maryland","24031703218","Montgomery County, MD - 24031703218","2018","1.9%","",
"24","Maryland","24031703219","Montgomery County, MD - 24031703219","2018","1.6%","",
"24","Maryland","24031703220","Montgomery County, MD - 24031703220","2018","2.4%","",
"24","Maryland","24031703221","Montgomery County, MD - 24031703221","2018","2.0%","",
"24","Maryland","24031703301","Montgomery County, MD - 24031703301","2018","2.1%","",
"24","Maryland","24031703302","Montgomery County, MD - 24031703302","2018","1.9%","",
"24","Maryland","24031703401","Montgomery County, MD - 24031703401","2018","2.5%","",
"24","Maryland","24031703402","Montgomery County, MD - 24031703402","2018","2.3%","",
"24","Maryland","24031703403","Montgomery County, MD - 24031703403","2018","2.2%","",
"24","Maryland","24031703404","Montgomery County, MD - 24031703404","2018","2.7%","",
"24","Maryland","24031703501","Montgomery County, MD - 24031703501","2018","2.8%","",
"24","Maryland","24031703502","Montgomery County, MD - 24031703502","2018","1.7%","",
"24","Maryland","24031703601","Montgomery County, MD - 24031703601","2018","1.5%","",
"24","Maryland","24031703602","Montgomery County, MD - 24031703602","2018","1.4%","",
"24","Maryland","24031703701","Montgomery County, MD - 24031703701","2018","2.6%","",
"24","Maryland","24031703702","Montgomery County, MD - 24031703702","2018","2.1%","",
"24","Maryland","24031703800","Montgomery County, MD - 24031703800","2018","1.8%","",
"24","Maryland","24031703901","Montgomery County, MD - 24031703901","2018","1.5%","",
"24","Maryland","24031703902","Montgomery County, MD - 24031703902","2018","1.9%","",
"24","Maryland","24031704000","Montgomery County, MD - 24031704000","2018","1.8%","",
"24","Maryland","24031704100","Montgomery County, MD - 24031704100","2018","1.3%","",
"24","Maryland","24031704200","Montgomery County, MD - 24031704200","2018","1.3%","",
"24","Maryland","24031704300","Montgomery County, MD - 24031704300","2018","1.2%","",
"24","Maryland","24031704401","Montgomery County, MD - 24031704401","2018","1.1%","",
"24","Maryland","24031704403","Montgomery County, MD - 24031704403","2018","0.9%","",
"24","Maryland","24031704404","Montgomery County, MD - 24031704404","2018","1.1%","",
"24","Maryland","24031704501","Montgomery County, MD - 24031704501","2018","1.2%","",
"24","Maryland","24031704502","Montgomery County, MD - 24031704502","2018","1.1%","",
"24","Maryland","24031704503","Montgomery County, MD - 24031704503","2018","1.1%","",
"24","Maryland","24031704600","Montgomery County, MD - 24031704600","2018","1.0%","",
"24","Maryland","24031704700","Montgomery County, MD - 24031704700","2018","1.0%","",
"24","Maryland","24031704803","Montgomery County, MD - 24031704803","2018","1.2%","",
"24","Maryland","24031704804","Montgomery County, MD - 24031704804","2018","0.7%","",
"24","Maryland","24031704805","Montgomery County, MD - 24031704805","2018","0.9%","",
"24","Maryland","24031704806","Montgomery County, MD - 24031704806","2018","1.0%","",
"24","Maryland","24031705000","Montgomery County, MD - 24031705000","2018","1.1%","",
"24","Maryland","24031705100","Montgomery County, MD - 24031705100","2018","1.0%","",
"24","Maryland","24031705200","Montgomery County, MD - 24031705200","2018","1.0%","",
"24","Maryland","24031705300","Montgomery County, MD - 24031705300","2018","1.0%","",
"24","Maryland","24031705400","Montgomery County, MD - 24031705400","2018","1.0%","",
"24","Maryland","24031705501","Montgomery County, MD - 24031705501","2018","0.8%","",
"24","Maryland","24031705502","Montgomery County, MD - 24031705502","2018","1.0%","",
"24","Maryland","24031705601","Montgomery County, MD - 24031705601","2018","1.0%","",
"24","Maryland","24031705602","Montgomery County, MD - 24031705602","2018","0.9%","",
"24","Maryland","24031705701","Montgomery County, MD - 24031705701","2018","1.1%","",
"24","Maryland","24031705702","Montgomery County, MD - 24031705702","2018","1.1%","",
"24","Maryland","24031705800","Montgomery County, MD - 24031705800","2018","1.1%","",
"24","Maryland","24031705901","Montgomery County, MD - 24031705901","2018","1.1%","",
"24","Maryland","24031705902","Montgomery County, MD - 24031705902","2018","1.1%","",
"24","Maryland","24031705903","Montgomery County, MD - 24031705903","2018","1.0%","",
"24","Maryland","24031706005","Montgomery County, MD - 24031706005","2018","1.1%","",
"24","Maryland","24031706007","Montgomery County, MD - 24031706007","2018","1.1%","",
"24","Maryland","24031706008","Montgomery County, MD - 24031706008","2018","1.2%","",
"24","Maryland","24031706009","Montgomery County, MD - 24031706009","2018","1.1%","",
"24","Maryland","24031706010","Montgomery County, MD - 24031706010","2018","1.3%","",
"24","Maryland","24031706011","Montgomery County, MD - 24031706011","2018","1.1%","",
"24","Maryland","24031706012","Montgomery County, MD - 24031706012","2018","1.3%","",
"24","Maryland","24031706013","Montgomery County, MD - 24031706013","2018","1.1%","",
"24","Maryland","24033800102","Prince George's County, MD - 24033800102","2018","2.0%","",
"24","Maryland","24033800103","Prince George's County, MD - 24033800103","2018","1.7%","",
"24","Maryland","24033800105","Prince George's County, MD - 24033800105","2018","2.1%","",
"24","Maryland","24033800106","Prince George's County, MD - 24033800106","2018","2.1%","",
"24","Maryland","24033800108","Prince George's County, MD - 24033800108","2018","1.8%","",
"24","Maryland","24033800109","Prince George's County, MD - 24033800109","2018","2.0%","",
"24","Maryland","24033800203","Prince George's County, MD - 24033800203","2018","1.8%","",
"24","Maryland","24033800206","Prince George's County, MD - 24033800206","2018","1.9%","",
"24","Maryland","24033800208","Prince George's County, MD - 24033800208","2018","1.6%","",
"24","Maryland","24033800209","Prince George's County, MD - 24033800209","2018","2.0%","",
