"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"24","Maryland","24510200702","Baltimore city, MD - 24510200702","2020","14.9%","","(12.2% - 18.3%)","12.2%","18.3%",
"24","Maryland","24510200800","Baltimore city, MD - 24510200800","2020","14.3%","","(11.8% - 17.4%)","11.8%","17.4%",
"24","Maryland","24510210100","Baltimore city, MD - 24510210100","2020","11.4%","","(9.0% - 14.1%)","9.0%","14.1%",
"24","Maryland","24510210200","Baltimore city, MD - 24510210200","2020","16.1%","","(14.1% - 18.1%)","14.1%","18.1%",
"24","Maryland","24510220100","Baltimore city, MD - 24510220100","2020","7.4%","","(6.0% - 9.3%)","6.0%","9.3%",
"24","Maryland","24510230100","Baltimore city, MD - 24510230100","2020","9.2%","","(6.9% - 12.3%)","6.9%","12.3%",
"24","Maryland","24510230200","Baltimore city, MD - 24510230200","2020","7.6%","","(5.3% - 12.0%)","5.3%","12.0%",
"24","Maryland","24510230300","Baltimore city, MD - 24510230300","2020","6.9%","","(5.2% - 10.1%)","5.2%","10.1%",
"24","Maryland","24510240100","Baltimore city, MD - 24510240100","2020","6.2%","","(4.5% - 9.3%)","4.5%","9.3%",
"24","Maryland","24510240200","Baltimore city, MD - 24510240200","2020","5.2%","","(4.3% - 7.0%)","4.3%","7.0%",
"24","Maryland","24510240300","Baltimore city, MD - 24510240300","2020","5.9%","","(4.8% - 8.2%)","4.8%","8.2%",
"24","Maryland","24510240400","Baltimore city, MD - 24510240400","2020","7.6%","","(5.2% - 11.5%)","5.2%","11.5%",
"24","Maryland","24510250101","Baltimore city, MD - 24510250101","2020","12.5%","","(10.3% - 15.0%)","10.3%","15.0%",
"24","Maryland","24510250102","Baltimore city, MD - 24510250102","2020","14.5%","","(11.6% - 17.7%)","11.6%","17.7%",
"24","Maryland","24510250103","Baltimore city, MD - 24510250103","2020","14.3%","","(12.2% - 16.5%)","12.2%","16.5%",
"24","Maryland","24510250203","Baltimore city, MD - 24510250203","2020","15.4%","","(12.3% - 19.0%)","12.3%","19.0%",
"24","Maryland","24510250204","Baltimore city, MD - 24510250204","2020","21.8%","","(17.6% - 26.5%)","17.6%","26.5%",
"24","Maryland","24510250205","Baltimore city, MD - 24510250205","2020","18.8%","","(16.1% - 21.5%)","16.1%","21.5%",
"24","Maryland","24510250206","Baltimore city, MD - 24510250206","2020","12.7%","","(11.1% - 14.6%)","11.1%","14.6%",
"24","Maryland","24510250207","Baltimore city, MD - 24510250207","2020","17.0%","","(13.5% - 20.9%)","13.5%","20.9%",
"24","Maryland","24510250301","Baltimore city, MD - 24510250301","2020","18.5%","","(15.2% - 21.9%)","15.2%","21.9%",
"24","Maryland","24510250303","Baltimore city, MD - 24510250303","2020","15.8%","","(13.3% - 18.5%)","13.3%","18.5%",
"24","Maryland","24510250401","Baltimore city, MD - 24510250401","2020","18.0%","","(15.7% - 20.5%)","15.7%","20.5%",
"24","Maryland","24510250402","Baltimore city, MD - 24510250402","2020","16.9%","","(14.8% - 19.1%)","14.8%","19.1%",
"24","Maryland","24510250500","Baltimore city, MD - 24510250500","2020","18.7%","","(17.0% - 20.4%)","17.0%","20.4%",
"24","Maryland","24510250600","Baltimore city, MD - 24510250600","2020","Low Population","","","","",
"24","Maryland","24510260101","Baltimore city, MD - 24510260101","2020","12.1%","","(10.1% - 14.1%)","10.1%","14.1%",
"24","Maryland","24510260102","Baltimore city, MD - 24510260102","2020","12.9%","","(10.7% - 15.5%)","10.7%","15.5%",
"24","Maryland","24510260201","Baltimore city, MD - 24510260201","2020","14.1%","","(11.3% - 17.0%)","11.3%","17.0%",
"24","Maryland","24510260202","Baltimore city, MD - 24510260202","2020","14.1%","","(11.9% - 16.5%)","11.9%","16.5%",
"24","Maryland","24510260203","Baltimore city, MD - 24510260203","2020","14.9%","","(12.1% - 17.9%)","12.1%","17.9%",
"24","Maryland","24510260301","Baltimore city, MD - 24510260301","2020","15.7%","","(12.9% - 19.0%)","12.9%","19.0%",
"24","Maryland","24510260302","Baltimore city, MD - 24510260302","2020","16.1%","","(13.1% - 19.2%)","13.1%","19.2%",
"24","Maryland","24510260303","Baltimore city, MD - 24510260303","2020","17.5%","","(15.3% - 19.9%)","15.3%","19.9%",
"24","Maryland","24510260401","Baltimore city, MD - 24510260401","2020","19.1%","","(16.6% - 21.7%)","16.6%","21.7%",
"24","Maryland","24510260402","Baltimore city, MD - 24510260402","2020","16.5%","","(13.6% - 19.7%)","13.6%","19.7%",
"24","Maryland","24510260403","Baltimore city, MD - 24510260403","2020","16.2%","","(13.0% - 19.5%)","13.0%","19.5%",
"24","Maryland","24510260404","Baltimore city, MD - 24510260404","2020","26.9%","","(23.6% - 29.9%)","23.6%","29.9%",
"24","Maryland","24510260501","Baltimore city, MD - 24510260501","2020","16.6%","","(13.6% - 19.7%)","13.6%","19.7%",
"24","Maryland","24510260604","Baltimore city, MD - 24510260604","2020","22.0%","","(19.5% - 24.8%)","19.5%","24.8%",
"24","Maryland","24510260605","Baltimore city, MD - 24510260605","2020","20.5%","","(18.7% - 22.3%)","18.7%","22.3%",
"24","Maryland","24510260700","Baltimore city, MD - 24510260700","2020","17.0%","","(13.1% - 20.9%)","13.1%","20.9%",
"24","Maryland","24510260800","Baltimore city, MD - 24510260800","2020","22.2%","","(18.1% - 26.1%)","18.1%","26.1%",
"24","Maryland","24510260900","Baltimore city, MD - 24510260900","2020","7.5%","","(5.8% - 10.3%)","5.8%","10.3%",
"24","Maryland","24510261000","Baltimore city, MD - 24510261000","2020","21.6%","","(18.8% - 24.4%)","18.8%","24.4%",
"24","Maryland","24510261100","Baltimore city, MD - 24510261100","2020","7.4%","","(5.4% - 10.4%)","5.4%","10.4%",
"24","Maryland","24510270101","Baltimore city, MD - 24510270101","2020","10.0%","","(8.5% - 11.7%)","8.5%","11.7%",
"24","Maryland","24510270102","Baltimore city, MD - 24510270102","2020","13.4%","","(11.5% - 15.3%)","11.5%","15.3%",
"24","Maryland","24510270200","Baltimore city, MD - 24510270200","2020","8.4%","","(7.0% - 10.1%)","7.0%","10.1%",
"24","Maryland","24510270301","Baltimore city, MD - 24510270301","2020","10.2%","","(8.5% - 12.3%)","8.5%","12.3%",
"24","Maryland","24510270302","Baltimore city, MD - 24510270302","2020","11.5%","","(9.9% - 13.2%)","9.9%","13.2%",
"24","Maryland","24510270401","Baltimore city, MD - 24510270401","2020","11.9%","","(10.0% - 14.0%)","10.0%","14.0%",
"24","Maryland","24510270402","Baltimore city, MD - 24510270402","2020","10.4%","","(8.8% - 12.2%)","8.8%","12.2%",
"24","Maryland","24510270501","Baltimore city, MD - 24510270501","2020","10.7%","","(9.5% - 12.2%)","9.5%","12.2%",
"24","Maryland","24510270502","Baltimore city, MD - 24510270502","2020","10.5%","","(9.1% - 11.9%)","9.1%","11.9%",
"24","Maryland","24510270600","Baltimore city, MD - 24510270600","2020","10.3%","","(8.7% - 12.0%)","8.7%","12.0%",
"24","Maryland","24510270701","Baltimore city, MD - 24510270701","2020","14.7%","","(11.5% - 18.3%)","11.5%","18.3%",
"24","Maryland","24510270702","Baltimore city, MD - 24510270702","2020","12.6%","","(10.5% - 15.1%)","10.5%","15.1%",
"24","Maryland","24510270703","Baltimore city, MD - 24510270703","2020","10.4%","","(8.9% - 12.2%)","8.9%","12.2%",
"24","Maryland","24510270801","Baltimore city, MD - 24510270801","2020","11.8%","","(9.5% - 14.2%)","9.5%","14.2%",
"24","Maryland","24510270802","Baltimore city, MD - 24510270802","2020","13.4%","","(10.7% - 16.4%)","10.7%","16.4%",
"24","Maryland","24510270803","Baltimore city, MD - 24510270803","2020","12.2%","","(9.6% - 15.1%)","9.6%","15.1%",
"24","Maryland","24510270804","Baltimore city, MD - 24510270804","2020","11.5%","","(9.7% - 13.5%)","9.7%","13.5%",
"24","Maryland","24510270805","Baltimore city, MD - 24510270805","2020","11.6%","","(9.5% - 14.2%)","9.5%","14.2%",
"24","Maryland","24510270901","Baltimore city, MD - 24510270901","2020","13.2%","","(10.9% - 15.9%)","10.9%","15.9%",
"24","Maryland","24510270902","Baltimore city, MD - 24510270902","2020","11.8%","","(9.6% - 14.8%)","9.6%","14.8%",
"24","Maryland","24510270903","Baltimore city, MD - 24510270903","2020","11.7%","","(9.1% - 15.5%)","9.1%","15.5%",
"24","Maryland","24510271001","Baltimore city, MD - 24510271001","2020","15.0%","","(12.3% - 17.8%)","12.3%","17.8%",
"24","Maryland","24510271002","Baltimore city, MD - 24510271002","2020","15.8%","","(12.6% - 19.5%)","12.6%","19.5%",
"24","Maryland","24510271101","Baltimore city, MD - 24510271101","2020","9.3%","","(7.5% - 11.6%)","7.5%","11.6%",
"24","Maryland","24510271102","Baltimore city, MD - 24510271102","2020","7.7%","","(5.4% - 10.0%)","5.4%","10.0%",
"24","Maryland","24510271200","Baltimore city, MD - 24510271200","2020","5.9%","","(4.7% - 7.5%)","4.7%","7.5%",
"24","Maryland","24510271300","Baltimore city, MD - 24510271300","2020","4.6%","","(4.0% - 5.4%)","4.0%","5.4%",
"24","Maryland","24510271400","Baltimore city, MD - 24510271400","2020","5.9%","","(4.8% - 7.3%)","4.8%","7.3%",
"24","Maryland","24510271501","Baltimore city, MD - 24510271501","2020","5.8%","","(4.6% - 7.5%)","4.6%","7.5%",
"24","Maryland","24510271503","Baltimore city, MD - 24510271503","2020","5.1%","","(4.2% - 6.3%)","4.2%","6.3%",
"24","Maryland","24510271600","Baltimore city, MD - 24510271600","2020","16.5%","","(13.4% - 19.5%)","13.4%","19.5%",
"24","Maryland","24510271700","Baltimore city, MD - 24510271700","2020","15.0%","","(12.0% - 18.2%)","12.0%","18.2%",
"24","Maryland","24510271801","Baltimore city, MD - 24510271801","2020","16.3%","","(13.3% - 20.0%)","13.3%","20.0%",
"24","Maryland","24510271802","Baltimore city, MD - 24510271802","2020","18.2%","","(14.6% - 21.8%)","14.6%","21.8%",
"24","Maryland","24510271900","Baltimore city, MD - 24510271900","2020","12.1%","","(9.8% - 14.6%)","9.8%","14.6%",
"24","Maryland","24510272003","Baltimore city, MD - 24510272003","2020","9.1%","","(7.9% - 10.4%)","7.9%","10.4%",
"24","Maryland","24510272004","Baltimore city, MD - 24510272004","2020","8.9%","","(7.3% - 11.2%)","7.3%","11.2%",
"24","Maryland","24510272005","Baltimore city, MD - 24510272005","2020","9.0%","","(7.9% - 10.4%)","7.9%","10.4%",
"24","Maryland","24510272006","Baltimore city, MD - 24510272006","2020","12.2%","","(9.9% - 14.6%)","9.9%","14.6%",
"24","Maryland","24510272007","Baltimore city, MD - 24510272007","2020","13.8%","","(12.2% - 15.5%)","12.2%","15.5%",
"24","Maryland","24510280101","Baltimore city, MD - 24510280101","2020","15.1%","","(12.7% - 18.0%)","12.7%","18.0%",
"24","Maryland","24510280102","Baltimore city, MD - 24510280102","2020","13.1%","","(11.2% - 15.5%)","11.2%","15.5%",
"24","Maryland","24510280200","Baltimore city, MD - 24510280200","2020","11.7%","","(9.4% - 14.3%)","9.4%","14.3%",
"24","Maryland","24510280301","Baltimore city, MD - 24510280301","2020","12.9%","","(10.2% - 16.0%)","10.2%","16.0%",
"24","Maryland","24510280302","Baltimore city, MD - 24510280302","2020","13.1%","","(10.4% - 16.1%)","10.4%","16.1%",
"24","Maryland","24510280401","Baltimore city, MD - 24510280401","2020","11.4%","","(9.3% - 13.8%)","9.3%","13.8%",
"24","Maryland","24510280402","Baltimore city, MD - 24510280402","2020","13.5%","","(10.8% - 16.5%)","10.8%","16.5%",
"24","Maryland","24510280403","Baltimore city, MD - 24510280403","2020","11.7%","","(9.8% - 14.2%)","9.8%","14.2%",
"24","Maryland","24510280404","Baltimore city, MD - 24510280404","2020","15.4%","","(12.2% - 18.9%)","12.2%","18.9%",
"24","Maryland","24510280500","Baltimore city, MD - 24510280500","2020","24.7%","","(21.1% - 28.2%)","21.1%","28.2%",
"24","Maryland","24009860101","Calvert County, MD - 24009860101","2020","7.7%","","(6.2% - 9.7%)","6.2%","9.7%",
"24","Maryland","24009860102","Calvert County, MD - 24009860102","2020","8.3%","","(6.6% - 10.4%)","6.6%","10.4%",
"24","Maryland","24009860200","Calvert County, MD - 24009860200","2020","7.6%","","(6.3% - 9.3%)","6.3%","9.3%",
"24","Maryland","24009860300","Calvert County, MD - 24009860300","2020","8.5%","","(7.5% - 9.4%)","7.5%","9.4%",
"24","Maryland","24009860401","Calvert County, MD - 24009860401","2020","9.1%","","(8.0% - 10.3%)","8.0%","10.3%",
"24","Maryland","24009860402","Calvert County, MD - 24009860402","2020","8.4%","","(7.0% - 10.0%)","7.0%","10.0%",
"24","Maryland","24009860501","Calvert County, MD - 24009860501","2020","8.6%","","(7.0% - 10.5%)","7.0%","10.5%",
"24","Maryland","24009860502","Calvert County, MD - 24009860502","2020","9.0%","","(7.7% - 10.3%)","7.7%","10.3%",
"24","Maryland","24009860600","Calvert County, MD - 24009860600","2020","7.8%","","(6.6% - 9.3%)","6.6%","9.3%",
"24","Maryland","24009860701","Calvert County, MD - 24009860701","2020","10.4%","","(8.8% - 12.3%)","8.8%","12.3%",
"24","Maryland","24009860702","Calvert County, MD - 24009860702","2020","11.1%","","(9.5% - 12.9%)","9.5%","12.9%",
"24","Maryland","24009860703","Calvert County, MD - 24009860703","2020","10.4%","","(8.9% - 12.1%)","8.9%","12.1%",
"24","Maryland","24009860801","Calvert County, MD - 24009860801","2020","8.9%","","(7.9% - 10.0%)","7.9%","10.0%",
"24","Maryland","24009860802","Calvert County, MD - 24009860802","2020","9.9%","","(8.6% - 11.5%)","8.6%","11.5%",
"24","Maryland","24009860900","Calvert County, MD - 24009860900","2020","9.3%","","(8.2% - 10.6%)","8.2%","10.6%",
"24","Maryland","24009861001","Calvert County, MD - 24009861001","2020","7.8%","","(6.2% - 9.6%)","6.2%","9.6%",
"24","Maryland","24009861003","Calvert County, MD - 24009861003","2020","10.3%","","(8.6% - 12.3%)","8.6%","12.3%",
"24","Maryland","24009861004","Calvert County, MD - 24009861004","2020","10.1%","","(8.6% - 11.7%)","8.6%","11.7%",
"24","Maryland","24009990100","Calvert County, MD - 24009990100","2020","Low Population","","","","",
"24","Maryland","24011955000","Caroline County, MD - 24011955000","2020","20.5%","","(18.5% - 22.5%)","18.5%","22.5%",
"24","Maryland","24011955100","Caroline County, MD - 24011955100","2020","12.2%","","(10.6% - 13.9%)","10.6%","13.9%",
"24","Maryland","24011955201","Caroline County, MD - 24011955201","2020","12.6%","","(10.5% - 14.7%)","10.5%","14.7%",
"24","Maryland","24011955202","Caroline County, MD - 24011955202","2020","9.9%","","(8.2% - 12.0%)","8.2%","12.0%",
"24","Maryland","24011955301","Caroline County, MD - 24011955301","2020","10.2%","","(8.4% - 12.4%)","8.4%","12.4%",
"24","Maryland","24011955302","Caroline County, MD - 24011955302","2020","13.4%","","(11.3% - 15.5%)","11.3%","15.5%",
"24","Maryland","24011955400","Caroline County, MD - 24011955400","2020","9.7%","","(8.3% - 11.1%)","8.3%","11.1%",
"24","Maryland","24011955500","Caroline County, MD - 24011955500","2020","10.5%","","(8.7% - 12.5%)","8.7%","12.5%",
"24","Maryland","24011955600","Caroline County, MD - 24011955600","2020","14.6%","","(12.6% - 16.8%)","12.6%","16.8%",
"24","Maryland","24013501001","Carroll County, MD - 24013501001","2020","10.5%","","(8.3% - 12.8%)","8.3%","12.8%",
"24","Maryland","24013501002","Carroll County, MD - 24013501002","2020","10.1%","","(8.3% - 12.1%)","8.3%","12.1%",
"24","Maryland","24013502000","Carroll County, MD - 24013502000","2020","8.2%","","(6.9% - 9.6%)","6.9%","9.6%",
"24","Maryland","24013503000","Carroll County, MD - 24013503000","2020","9.0%","","(7.3% - 10.9%)","7.3%","10.9%",
"24","Maryland","24013504100","Carroll County, MD - 24013504100","2020","7.5%","","(6.3% - 8.9%)","6.3%","8.9%",
"24","Maryland","24013504201","Carroll County, MD - 24013504201","2020","6.9%","","(5.7% - 8.3%)","5.7%","8.3%",
"24","Maryland","24013504202","Carroll County, MD - 24013504202","2020","7.2%","","(6.0% - 8.5%)","6.0%","8.5%",
"24","Maryland","24013505101","Carroll County, MD - 24013505101","2020","7.1%","","(5.3% - 9.0%)","5.3%","9.0%",
"24","Maryland","24013505102","Carroll County, MD - 24013505102","2020","7.0%","","(5.4% - 9.0%)","5.4%","9.0%",
"24","Maryland","24013505203","Carroll County, MD - 24013505203","2020","10.7%","","(8.3% - 13.6%)","8.3%","13.6%",
"24","Maryland","24013505205","Carroll County, MD - 24013505205","2020","6.8%","","(5.6% - 8.1%)","5.6%","8.1%",
"24","Maryland","24013505206","Carroll County, MD - 24013505206","2020","6.9%","","(5.8% - 8.2%)","5.8%","8.2%",
"24","Maryland","24013505207","Carroll County, MD - 24013505207","2020","7.1%","","(5.8% - 8.8%)","5.8%","8.8%",
"24","Maryland","24013505208","Carroll County, MD - 24013505208","2020","7.5%","","(5.7% - 9.9%)","5.7%","9.9%",
"24","Maryland","24013506101","Carroll County, MD - 24013506101","2020","8.4%","","(7.1% - 9.8%)","7.1%","9.8%",
"24","Maryland","24013506102","Carroll County, MD - 24013506102","2020","8.3%","","(7.3% - 9.5%)","7.3%","9.5%",
"24","Maryland","24013506200","Carroll County, MD - 24013506200","2020","9.4%","","(7.7% - 11.3%)","7.7%","11.3%",
"24","Maryland","24013507500","Carroll County, MD - 24013507500","2020","8.6%","","(7.0% - 10.8%)","7.0%","10.8%",
"24","Maryland","24013507601","Carroll County, MD - 24013507601","2020","10.4%","","(8.4% - 12.7%)","8.4%","12.7%",
"24","Maryland","24013507602","Carroll County, MD - 24013507602","2020","10.4%","","(8.3% - 12.8%)","8.3%","12.8%",
"24","Maryland","24013507702","Carroll County, MD - 24013507702","2020","9.1%","","(7.5% - 10.9%)","7.5%","10.9%",
"24","Maryland","24013507703","Carroll County, MD - 24013507703","2020","7.5%","","(5.8% - 9.5%)","5.8%","9.5%",
"24","Maryland","24013507704","Carroll County, MD - 24013507704","2020","9.1%","","(6.9% - 11.6%)","6.9%","11.6%",
"24","Maryland","24013507801","Carroll County, MD - 24013507801","2020","11.3%","","(9.1% - 13.9%)","9.1%","13.9%",
"24","Maryland","24013507802","Carroll County, MD - 24013507802","2020","8.0%","","(6.3% - 9.9%)","6.3%","9.9%",
"24","Maryland","24013508101","Carroll County, MD - 24013508101","2020","8.5%","","(6.7% - 10.5%)","6.7%","10.5%",
"24","Maryland","24013508102","Carroll County, MD - 24013508102","2020","8.3%","","(6.6% - 10.3%)","6.6%","10.3%",
"24","Maryland","24013508200","Carroll County, MD - 24013508200","2020","8.4%","","(7.0% - 10.1%)","7.0%","10.1%",
"24","Maryland","24013509001","Carroll County, MD - 24013509001","2020","8.3%","","(6.7% - 10.1%)","6.7%","10.1%",
"24","Maryland","24013509002","Carroll County, MD - 24013509002","2020","7.8%","","(6.4% - 9.6%)","6.4%","9.6%",
"24","Maryland","24013510000","Carroll County, MD - 24013510000","2020","10.7%","","(8.9% - 12.7%)","8.9%","12.7%",
"24","Maryland","24013511000","Carroll County, MD - 24013511000","2020","9.3%","","(7.7% - 11.0%)","7.7%","11.0%",
"24","Maryland","24013512000","Carroll County, MD - 24013512000","2020","10.6%","","(8.6% - 12.9%)","8.6%","12.9%",
"24","Maryland","24013513001","Carroll County, MD - 24013513001","2020","7.6%","","(6.2% - 9.3%)","6.2%","9.3%",
"24","Maryland","24013513002","Carroll County, MD - 24013513002","2020","8.1%","","(6.2% - 10.4%)","6.2%","10.4%",
"24","Maryland","24013514100","Carroll County, MD - 24013514100","2020","7.1%","","(5.6% - 8.8%)","5.6%","8.8%",
"24","Maryland","24013514201","Carroll County, MD - 24013514201","2020","8.4%","","(7.0% - 9.8%)","7.0%","9.8%",
"24","Maryland","24013514202","Carroll County, MD - 24013514202","2020","7.3%","","(5.7% - 9.2%)","5.7%","9.2%",
"24","Maryland","24015030100","Cecil County, MD - 24015030100","2020","9.7%","","(8.4% - 11.3%)","8.4%","11.3%",
"24","Maryland","24015030200","Cecil County, MD - 24015030200","2020","10.0%","","(8.7% - 11.5%)","8.7%","11.5%",
"24","Maryland","24015030400","Cecil County, MD - 24015030400","2020","15.9%","","(13.6% - 18.4%)","13.6%","18.4%",
"24","Maryland","24015030501","Cecil County, MD - 24015030501","2020","10.1%","","(8.0% - 12.4%)","8.0%","12.4%",
"24","Maryland","24015030503","Cecil County, MD - 24015030503","2020","12.4%","","(10.5% - 14.6%)","10.5%","14.6%",
"24","Maryland","24015030505","Cecil County, MD - 24015030505","2020","10.3%","","(8.4% - 12.6%)","8.4%","12.6%",
"24","Maryland","24015030506","Cecil County, MD - 24015030506","2020","12.6%","","(10.4% - 15.1%)","10.4%","15.1%",
"24","Maryland","24015030601","Cecil County, MD - 24015030601","2020","8.8%","","(7.1% - 10.8%)","7.1%","10.8%",
"24","Maryland","24015030602","Cecil County, MD - 24015030602","2020","9.2%","","(7.7% - 11.1%)","7.7%","11.1%",
"24","Maryland","24015030700","Cecil County, MD - 24015030700","2020","8.6%","","(7.4% - 9.9%)","7.4%","9.9%",
"24","Maryland","24015030903","Cecil County, MD - 24015030903","2020","13.2%","","(11.5% - 15.0%)","11.5%","15.0%",
"24","Maryland","24015030904","Cecil County, MD - 24015030904","2020","8.3%","","(7.1% - 9.5%)","7.1%","9.5%",
"24","Maryland","24015030905","Cecil County, MD - 24015030905","2020","11.8%","","(10.5% - 13.3%)","10.5%","13.3%",
"24","Maryland","24015030906","Cecil County, MD - 24015030906","2020","10.4%","","(8.8% - 12.2%)","8.8%","12.2%",
"24","Maryland","24015031201","Cecil County, MD - 24015031201","2020","10.5%","","(8.9% - 12.2%)","8.9%","12.2%",
"24","Maryland","24015031202","Cecil County, MD - 24015031202","2020","9.2%","","(7.7% - 11.0%)","7.7%","11.0%",
"24","Maryland","24015031301","Cecil County, MD - 24015031301","2020","10.2%","","(8.9% - 11.6%)","8.9%","11.6%",
"24","Maryland","24015031302","Cecil County, MD - 24015031302","2020","10.7%","","(9.1% - 12.7%)","9.1%","12.7%",
"24","Maryland","24015031400","Cecil County, MD - 24015031400","2020","10.0%","","(8.7% - 11.5%)","8.7%","11.5%",
"24","Maryland","24017850101","Charles County, MD - 24017850101","2020","10.6%","","(9.1% - 12.5%)","9.1%","12.5%",
"24","Maryland","24017850102","Charles County, MD - 24017850102","2020","11.8%","","(10.6% - 12.9%)","10.6%","12.9%",
"24","Maryland","24017850201","Charles County, MD - 24017850201","2020","13.4%","","(11.1% - 16.2%)","11.1%","16.2%",
"24","Maryland","24017850202","Charles County, MD - 24017850202","2020","12.1%","","(10.5% - 13.9%)","10.5%","13.9%",
"24","Maryland","24017850300","Charles County, MD - 24017850300","2020","10.9%","","(9.8% - 12.2%)","9.8%","12.2%",
"24","Maryland","24017850400","Charles County, MD - 24017850400","2020","12.4%","","(11.0% - 13.9%)","11.0%","13.9%",
"24","Maryland","24017850500","Charles County, MD - 24017850500","2020","9.2%","","(8.2% - 10.3%)","8.2%","10.3%",
"24","Maryland","24017850600","Charles County, MD - 24017850600","2020","9.0%","","(8.2% - 9.9%)","8.2%","9.9%",
"24","Maryland","24017850706","Charles County, MD - 24017850706","2020","9.1%","","(7.7% - 10.7%)","7.7%","10.7%",
"24","Maryland","24017850708","Charles County, MD - 24017850708","2020","10.4%","","(8.7% - 12.0%)","8.7%","12.0%",
"24","Maryland","24017850709","Charles County, MD - 24017850709","2020","12.0%","","(10.4% - 13.9%)","10.4%","13.9%",
"24","Maryland","24017850710","Charles County, MD - 24017850710","2020","8.9%","","(7.7% - 10.5%)","7.7%","10.5%",
"24","Maryland","24017850711","Charles County, MD - 24017850711","2020","11.6%","","(9.7% - 13.5%)","9.7%","13.5%",
"24","Maryland","24017850712","Charles County, MD - 24017850712","2020","9.5%","","(8.4% - 10.7%)","8.4%","10.7%",
"24","Maryland","24017850713","Charles County, MD - 24017850713","2020","9.6%","","(8.4% - 11.0%)","8.4%","11.0%",
"24","Maryland","24017850801","Charles County, MD - 24017850801","2020","10.5%","","(9.1% - 12.0%)","9.1%","12.0%",
"24","Maryland","24017850802","Charles County, MD - 24017850802","2020","11.0%","","(9.5% - 12.4%)","9.5%","12.4%",
"24","Maryland","24017850901","Charles County, MD - 24017850901","2020","14.2%","","(12.4% - 16.2%)","12.4%","16.2%",
"24","Maryland","24017850902","Charles County, MD - 24017850902","2020","12.0%","","(10.7% - 13.4%)","10.7%","13.4%",
"24","Maryland","24017850904","Charles County, MD - 24017850904","2020","9.8%","","(8.4% - 11.4%)","8.4%","11.4%",
"24","Maryland","24017850905","Charles County, MD - 24017850905","2020","11.0%","","(9.7% - 12.4%)","9.7%","12.4%",
"24","Maryland","24017850906","Charles County, MD - 24017850906","2020","11.8%","","(9.9% - 13.7%)","9.9%","13.7%",
"24","Maryland","24017851001","Charles County, MD - 24017851001","2020","10.2%","","(8.6% - 12.0%)","8.6%","12.0%",
"24","Maryland","24017851002","Charles County, MD - 24017851002","2020","9.8%","","(8.3% - 11.3%)","8.3%","11.3%",
"24","Maryland","24017851100","Charles County, MD - 24017851100","2020","10.0%","","(9.1% - 11.1%)","9.1%","11.1%",
"24","Maryland","24017851200","Charles County, MD - 24017851200","2020","10.9%","","(9.7% - 12.1%)","9.7%","12.1%",
"24","Maryland","24017851301","Charles County, MD - 24017851301","2020","9.6%","","(8.3% - 11.0%)","8.3%","11.0%",
"24","Maryland","24017851302","Charles County, MD - 24017851302","2020","9.8%","","(8.8% - 10.9%)","8.8%","10.9%",
"24","Maryland","24017851400","Charles County, MD - 24017851400","2020","8.6%","","(7.8% - 9.5%)","7.8%","9.5%",
"24","Maryland","24017851500","Charles County, MD - 24017851500","2020","10.3%","","(9.1% - 11.6%)","9.1%","11.6%",
"24","Maryland","24017990000","Charles County, MD - 24017990000","2020","Low Population","","","","",
"24","Maryland","24019970100","Dorchester County, MD - 24019970100","2020","11.3%","","(10.1% - 12.6%)","10.1%","12.6%",
"24","Maryland","24019970200","Dorchester County, MD - 24019970200","2020","13.3%","","(11.5% - 15.2%)","11.5%","15.2%",
"24","Maryland","24019970300","Dorchester County, MD - 24019970300","2020","10.3%","","(9.1% - 11.5%)","9.1%","11.5%",
"24","Maryland","24019970400","Dorchester County, MD - 24019970400","2020","12.1%","","(10.4% - 14.1%)","10.4%","14.1%",
"24","Maryland","24019970500","Dorchester County, MD - 24019970500","2020","17.2%","","(14.5% - 20.1%)","14.5%","20.1%",
"24","Maryland","24019970600","Dorchester County, MD - 24019970600","2020","13.9%","","(12.1% - 15.7%)","12.1%","15.7%",
"24","Maryland","24019970702","Dorchester County, MD - 24019970702","2020","9.6%","","(7.8% - 11.9%)","7.8%","11.9%",
"24","Maryland","24019970804","Dorchester County, MD - 24019970804","2020","9.2%","","(8.4% - 10.0%)","8.4%","10.0%",
"24","Maryland","24019970900","Dorchester County, MD - 24019970900","2020","11.3%","","(10.4% - 12.3%)","10.4%","12.3%",
"24","Maryland","24019990000","Dorchester County, MD - 24019990000","2020","Low Population","","","","",
"24","Maryland","24021740200","Frederick County, MD - 24021740200","2020","9.4%","","(7.4% - 11.7%)","7.4%","11.7%",
"24","Maryland","24021750100","Frederick County, MD - 24021750100","2020","9.3%","","(6.9% - 12.1%)","6.9%","12.1%",
"24","Maryland","24021750200","Frederick County, MD - 24021750200","2020","6.9%","","(5.4% - 8.9%)","5.4%","8.9%",
"24","Maryland","24021750300","Frederick County, MD - 24021750300","2020","12.4%","","(10.3% - 14.8%)","10.3%","14.8%",
"24","Maryland","24021750503","Frederick County, MD - 24021750503","2020","17.7%","","(15.0% - 20.5%)","15.0%","20.5%",
"24","Maryland","24021750504","Frederick County, MD - 24021750504","2020","13.2%","","(11.3% - 15.3%)","11.3%","15.3%",
